,overall,style,reviewText,summary
159,5,{'Format:': ' Amazon Video'},"['seen', 'several', 'times', 'enjoyed', 'time', 'highly', 'recommended']",Five Stars
160,4,{'Format:': ' Amazon Video'},"['different', 'original', 'still', 'good']",Four Stars
161,3,{'Format:': ' Amazon Video'},"['cute', 'good', 'original']",Typical Christmas Movie
162,5,{'Format:': ' DVD'},"['really', 'good', 'take', 'original', 'christmas', 'carol', 'liked', 'version', 'henry', 'winkler', 'fine', 'job']",This is a really good take on the original A Christmas Carol
164,5,{'Format:': ' DVD'},"['great', 'alternative', 'christmas', 'carol', 'scrooge', 'twist', 'original', 'still', 'enjoyable', 'christmas', 'movie', 'henry', 'winkler', 'great', 'lead', 'character', 'plays', 'elderly', 'miser', 'well']",Great Twist on the Original
165,5,{'Format:': ' Blu-ray'},"['advertised', 'nice', 'easy', 'problem', 'free', 'transaction', 'thank']",Very nice. An easy and problem free transaction
169,1,{'Format:': ' Amazon Video'},"['henry', 'winkler', 'bad', 'actor', 'never', 'much', 'talent']",Stinker
172,4,{'Format:': ' DVD'},"['different', 'spin', 'classic', 'christmas', 'carol', 'nice', 'might', 'want', 'add', 'christmas', 'collection']","It is nice, and you might want to add it to ..."
173,5,{'Format:': ' DVD'},"['love', 'anything', 'christmas', 'carol', 'henry', 'winkler', 'excellent', 'great', 'telling', 'hard', 'find', 'excellent', 'condition', 'really', 'enjoy', 'little', 'different', 'telling', 'result']",aaaaaa! ...no fonz here!!
177,3,{'Format:': ' DVD'},"['good', 'time', 'classic']",Three Stars
178,3,{'Format:': ' Amazon Video'},"['boyfriend', 'fond', 'memories', 'childhood', 'rented', 'meh', 'bad', 'given', 'number', 'versions', 'christmas', 'carol', 'ranks', 'pretty', 'low', 'henry', 'winkler', 'gave', 'wobbly', 'believable', 'version', 'american', 'scrooge', 'rather', 'like', 'high', 'school', 'boy', 'playing', 'old', 'man', 'conversion', 'story', 'england', 'america', 'felt', 'sort', 'forced', 'seemed', 'dated', 'see', 'ever', 'becoming', 'classic', 'version', 'story', 'curious', 'see', 'fonz', 'different', 'role']",Meh...pretty boring version of this classic
179,5,{'Format:': ' Blu-ray'},"['good', 'american', 'rendition', 'christmas', 'carol', 'story', 'entire', 'cast', 'presents', 'great', 'family', 'movie', 'view', 'holiday', 'season', 'keeper']",A very good American rendition of the Christmas Carol story
180,5,{'Format:': ' Blu-ray'},"['well', 'cast', 'wonderfully', 'told', 'version', 'christmas', 'carol', 'watch', 'least', '10', 'times', 'christmas', 'season']","wonderfully told version of ""A Christmas Carol"""
181,5,{'Format:': ' DVD'},"['enjoyed', 'movie', 'much']",Five Stars
183,4,{'Format:': ' DVD'},"['item', 'exactly', 'hoping', 'however', 'one', 'glitch', 'recording']",Four Stars
186,5,{'Format:': ' DVD'},"['watched', 'christmas', 'thought', 'excellent', 'glad', 'bought']",Five Stars
189,5,{'Format:': ' DVD'},"['love', 'movie', 'christmas', 'carol', 'add', 'one', 'list']",I love just about any movie that has to do with ...
190,4,{'Format:': ' DVD'},"['good', 'movie', 'favorite']",Different twist
191,4,{'Format:': ' Amazon Video'},"['love', 'version', 'christmas', 'carol']",very good
193,5,{'Format:': ' DVD'},"['excellent', 'christmas', 'movie', 'quite', 'delight']",Five Stars
194,1,{'Format:': ' DVD'},"['terrible', 'version', 'movie', 'poor', 'acting', 'love', 'henry', 'winkler', 'donated', 'movie']",One Star
195,5,{'Format:': ' Blu-ray'},"['updated', 'superior', 'version', 'classic', 'underrated', 'christmas', 'classic', 'winkler', 'another', 'reviewer', 'posted', 'really', 'demonstrates', 'incredible', 'acting', 'ability']",The most underrated christmas classic.
196,5,{'Format:': ' Amazon Video'},"['great', 'american', 'version', 'charles', 'dickens', 'christmas', 'carol', 'excellent', 'ensemble', 'acting', 'must', 'watch', 'every', 'holiday', 'season']",Five Stars
197,5,{'Format:': ' Amazon Video'},"['great', 'version', 'traditional', 'story']",Five Stars
198,5,{'Format:': ' Amazon Video'},"['good', 'movie', 'henry', 'winker', 'excellent', 'touching', 'warm', 'heart', 'christmas']",A keeper.....
200,5,{'Format:': ' Blu-ray'},"['must', 'christmas', 'collection', 'henry', 'winkler', 'amazing', 'uptake', 'scrooge']",Henry Winkler is amazing in this uptake of Scrooge
201,5,{'Format:': ' DVD'},"['great', 'acting', 'job', 'henry', 'winker', 'good', 'take', 'christmas', 'carol', 'american', 'view']",Christmas time.
202,5,{'Format:': ' DVD'},"['well', 'well', 'well', 'lots', 'talent']","hey Fonzerelli , har wheres your harley now? pullin a sled?"
203,5,{'Format:': ' DVD'},"['great', 'remake', 'charles', 'dickens', 'christmas', 'carol', 'additional', 'fact', 'wish', 'lines', 'novie', 'sub', 'titled', '63x927is58401']","The best acting by Henry Winkler (that many remember him by character role: ""Arthur 'Fonzie' Fonzarelli""!"
204,5,{'Format:': ' DVD'},"['one', 'better', 'remakes', 'christmas', 'carol', 'plus', 'henry', 'winkler', 'part', 'justice', 'believable', 'roll']",One of the better remakes of A Christmas Carol
205,5,{'Format:': ' DVD'},"['amazing', 'gives', 'whole', 'new', 'view']",Five Stars
206,5,{'Format:': ' DVD'},"['happy', 'dvd']",Five Stars
210,4,{'Format:': ' DVD'},"['remember', 'watching', 'kid', 'prime', 'time', 'television', 'love', 'unique', 'version', 'christmas', 'carol']",I love this unique version of a Christmas Carol
212,5,{'Format:': ' DVD'},"['always', 'loved', 'version', 'christmas', 'carol', 'quality', 'always', 'poor', 'get', 'blu', 'ray', 'recommend', 'great', 'movie', 'though']",Better in Blu Ray
213,5,{'Format:': ' DVD'},"['enjoyed', 'movie', 'much', 'easier', 'relate', 'original', 'english', 'classic', 'version', 'watched', 'parts', 'tv', 'many', 'years', 'ago']",An American Christmas Carol
214,5,{'Format:': ' DVD'},"['henry', 'winkler', 'fine', 'actor', 'version', 'famous', 'story', 'proof', 'positive', 'excellent', 'job', 'ebeneezer', 'scrooge', 'story', 'course', 'versions', 'remake', 'brings', 'different', 'interpretation', 'actors', 'writers', 'one', 'fun', 'easy', 'watch', 'fine', 'family', 'film']",Fonzie as Scrooge
215,5,{'Format:': ' Amazon Video'},"['one', 'favorite', 'holiday', 'movies', 'kid', 'although', 'tailored', 'charles', 'dickens', 'christmas', 'carol', 'movie', 'distinct', 'differences', 'actually', 'make', 'stand', 'merit', 'love', 'regular', 'story', 'christmas', 'carol', 'refreshingly', 'different', 'must', 'see']",An American Christmas Carol
216,5,{'Format:': ' DVD'},"['american', 'christmas', 'carol', 'based', 'classic', 'charles', 'dickens', 'christmas', 'carol', 'written', 'something', 'need', 'cut', 'word', 'number', 'requirement', 'really', 'stupid']",I love it.
217,5,{'Format:': ' DVD'},"['henry', 'winkler', 'plays', 'great', 'part', 'movie', 'brings', 'life', 'good', 'modern', 'version', 'scrooge', 'miss', 'classic']",Great Story
218,5,{'Format:': ' Blu-ray'},"['favorite', 'christmas', 'carol', 'movie', 'waited', 'come', 'finally', 'looked', 'bought']",Favorite
219,4,{'Format:': ' Amazon Video'},"['pretty', 'much', 'traditional', 'scrooge', 'story', 'set', 'america', '1880', 'give', 'twist', 'help', 'americans', 'tie', 'story', 'scene', 'history']",new take on traditional story
220,5,{'Format:': ' DVD'},"['timeless', 'story', 'relevant', 'today', 'economic', 'times', 'movie', 'valuable', 'modern', 'day', 'teachings', 'read', 'within', 'context', 'better', 'person', 'live', 'well', 'right', 'new', 'year', 'old', 'fashion', 'morals', 'america', 'would', 'well', 'revisiting', 'kids', 'young', 'adults', 'alike', 'find', 'new', 'perspective', 'everyday', 'life', 'challenges', 'everyone', 'gain', 'better', 'attitude', 'viewing', 'one', 'anyone', 'purchases', 'movie', 'disappointed', 'henry', 'winkler', 'enjoy', 'workmanship']",An instant favorite
221,5,{'Format:': ' Amazon Video'},"['thought', 'great', 'twist', 'christmas', 'carol', 'put', 'relevant', 'perspective', 'times']",Loved it
222,2,{'Format:': ' Amazon Video'},"['another', 'entry', 'retelling', 'classic', 'ho', 'hum', 'start', 'finish', 'henry', 'winkler', 'believable', 'scrooge', 'type']",Boring
223,4,{'Format:': ' Amazon Video'},"['nice', 'drama', 'based', 'original', 'christmas', 'carol', 'movie', 'version', 'stars', 'henry', 'winkler', 'scrooge', 'takes', 'place', 'depression', 'america', 'winkler', 'plays', 'scrooge', 'business', 'owner', 'offers', 'home', 'furnishings', 'paid', 'time', 'people', 'pay', 'entire', 'bill', 'due', 'job', 'scarcity', 'etc', 'winkler', 'ends', 'repossessing', 'much', 'sold', 'soon', 'ghosts', 'passed', 'aquaintances', 'version', 'chistmas', 'past', 'present', 'future', 'appear', 'taking', 'winkler', 'back', 'time', 'future', 'showing', 'past', 'future', 'holds', 'store', 'one', 'value', 'system', 'winkler', 'realizes', 'best', 'become', 'kinder', 'considerate', 'needs', 'town', 'neighbors', 'risk', 'dying', 'lonely', 'embittered', 'man', 'dramatic', 'poignant', 'scenes', 'held', 'attention', 'throughout']",Henry Winkler Heads a Fine Drama Based Upon a Well Known Story
224,5,{'Format:': ' Amazon Video'},"['years', 'since', 'first', 'saw', 'version', 'christmas', 'carol', 'remarked', 'daughter', 'would', 'like', 'see', 'christmas', 'carol', 'version', 'henry', 'winkler', 'one', 'day', 'discussing', 'different', 'versions', 'glad', 'able', 'watch', 'enjoy']",Interesting Carol
225,4,{'Format:': ' Amazon Video'},"['winkler', 'little', 'top', 'role', 'scrooge', 'character', 'production', 'values', 'leave', 'somewhat', 'desired', 'nice', 'rendition', 'holiday', 'viewing']",Dated TV Flic
226,4,{'Format:': ' Amazon Video'},"['liked', 'mr', 'winklers', 'pertrayal', 'depression', 'error', 'ebineser', 'played', 'part', 'promising', 'driven', 'young', 'man', 'unmoraled', 'business', 'man', 'kind', 'hearted', 'senior', 'citizen', 'quite', 'well', 'big', 'holywood', 'production', 'made', 'tv', 'movie', 'quite', 'good']",Good job Henry
227,5,{'Format:': ' DVD'},"['love', 'american', 'christmas', 'carol', 'henry', 'winkler', 'opinion', 'best', 'version', 'scrooge', 'hope', 'everyone', 'sees', 'enjoys', 'much']",The Best Film about Scrooge!
228,5,{'Format:': ' DVD'},"['great', 'american', 'versions', 'dickens', 'classic', 'enjoyed', 'much', 'video', 'worth', 'buying', 'modern', 'view', 'christmas', 'carol']",Wonderful
229,4,{'Format:': ' Amazon Video'},"['updated', 'version', 'christmas', 'carol', 'lose', 'important', 'stuff', 'great', 'movie', 'family']",New take on an old tale
230,4,{'Format:': ' Amazon Video'},"['trying', 'make', 'dickens', 'relevant', 'dresses', 'american', 'hard', 'times', 'values', 'winkler', 'always', 'pleasure', 'watch', 'know', 'however', 'winkler', 'would', 'dickens', 'speak', 'set', 'post', '2007', 'american', 'though']",Nicely done re-placement of Dicken's classic in an American setting
231,5,{'Format:': ' Amazon Video'},"['thought', 'movie', 'great', 'came', '1979', 'still', 'think', 'great', 'today', 'good', 'movie', 'whole', 'family', 'watch', 'however', 'sure', 'kids', 'today', 'would', 'appreciate']",An American Christmas Carol
232,5,{'Format:': ' DVD'},"['got', 'person', 'vhs', 'needed', 'replaced', 'wanted', 'keep', 'collection', 'thank', 'promptness', 'receiving']",An American Christmas Carol
233,3,{'Format:': ' Amazon Video'},"['grab', 'attention', 'enough', 'finish', 'probably', 'okay', 'first', 'christmas', 'movie', 'watched', 'season']",Didn't finish watching it
234,3,{'Format:': ' Amazon Video'},"['get', 'wrong', 'winkler', 'wonderful', 'character', 'actor', 'would', 'rate', '95', 'performances', 'b', 'however', 'convincing', 'starring', 'role', 'american', 'christmas', 'carol', 'give', 'c', 'c', 'best', 'ayyyyy']",Winkler's Performance was ok at best!
235,4,{'Format:': ' Amazon Video'},"['liked', 'production', 'giving', 'possible', 'american', 'point', 'view', 'seen', 'original', 'christmas', 'carol', 'highly', 'recommend', 'anyone', 'watched', 'grandchildren', 'whose', 'interest', 'kept', 'entire', 'length']",Thought provoking
236,4,{'Format:': ' Amazon Video'},"['interesting', 'take', 'old', 'christmas', 'carol', 'movies', 'inspired', 'dickens', 'novel', 'husband', 'loved', 'people', 'depression', 'era', 'interesting', 'see', 'scenery', 'clothes', 'furniture', 'etc', 'acting', 'good']",Depression Era Scrooge
237,4,{'Format:': ' Amazon Video'},"['movie', 'youth', 'would', 'watch', 'every', 'year', 'love', 'charles', 'dicken', 'fan']",Great Holiday Movie
238,4,{'Format:': ' Amazon Video'},"['one', 'best', 'scrooge', 'movies', 'henry', 'winkler', 'outdoes', 'casting', 'excellent', 'music', 'theme', 'old', 'relevant']",Best Scrooge yet
239,3,{'Format:': ' Amazon Video'},"['pretty', 'good', 'takes', 'classic', 'christmas', 'carol', 'set', 'originally', 'london', 'brings', 'america', 'henry', 'winkler', 'good', 'scrooge', 'character']",An American Christmas Carol
240,4,{'Format:': ' Amazon Video'},"['set', 'usa', 'time', 'depression', 'update', 'old', 'familiar', 'story', 'redemption', 'story', 'classic', 'one', 'good', 'rest', 'henry', 'winkler', 'good', 'role']",It's a Christmas Carol
241,4,{'Format:': ' Amazon Video'},"['well', 'done', 'henry', 'winkler', 'smooth', 'guy', 'close', 'original', 'story', 'line', 'fun', 'watch', 'american', 'perspective']","If you liked the original, you'll like this"
242,4,{'Format:': ' Amazon Video'},"['good', 'remake', 'christmas', 'carol', 'relatively', 'twists', 'set', 'great', 'depression', 'u', 'henry', 'winkler', 'generally', 'good', 'gives', 'many', 'fonzi', 'looks']",Good remake
243,4,{'Format:': ' Amazon Video'},"['henry', 'winkler', 'one', 'best', 'scrooge', 'seen', 'see', 'lot', 'scrooge', 'movies', 'breath', 'fresh', 'air']",I really likes Henry Winkler in this adaptation of Scrooge!
244,4,{'Format:': ' Amazon Video'},"['big', 'fan', 'christmas', 'carol', 'esk', 'stories', 'gave', 'extra', 'star', 'course', 'storyline', 'cheesy', 'overworked', 'types', 'movies', 'actually', 'enjoyed', 'henry', 'winkler', 'excellent']",Enjoyable light Christmas Carol version
245,3,{'Format:': ' Amazon Video'},"['worth', 'watching', 'new', 'version', 'classic', 'little', 'slow', 'parts', 'still', 'entertaining', 'real', 'negative', 'issue', 'distraction', 'throughout', 'henry', 'winkler', 'make', 'supposed', 'make', 'look', 'old', 'looks', 'like', 'henry', 'winkler', 'make', 'supposed', 'make', 'look', 'old', 'even', 'know', 'actor', 'would', 'know', 'makeup', 'old', 'man', 'wig', 'good', 'though', 'looked', 'authentic']",Made to look old
246,4,{'Format:': ' Amazon Video'},"['nice', 'twist', 'classic', 'henry', 'winkler', 'much', 'better', 'actor', 'people', 'think']",Nice holiday movie
247,2,{'Format:': ' Amazon Video'},"['first', 'like', 'movie', 'think', '20', 'minutes', 'acting']",Not my favorite
248,3,{'Format:': ' Amazon Video'},"['ok', 'hard', 'time', 'putting', 'fonzie', 'gruff', 'person', 'ok', 'glad', 'watched', 'one', 'favorites']",Just ok
249,4,{'Format:': ' DVD'},"['collect', 'movie', 'versions', 'christmas', 'carol', 'good', 'one', 'true', 'spirit', 'book', 'putting', 'american', 'spin', 'really', 'like', 'dicken', 'story', 'probably', 'enjoy', 'version']",A Good Effort
250,4,{'Format:': ' DVD'},"['movie', 'stars', 'henry', 'winkler', 'enjoyable', 'christmas', 'tale', 'superb', 'role', 'twist', 'old', 'scrooge']",an american christmas carol
251,4,{'Format:': ' Amazon Video'},"['american', 'christmas', 'carol', 'different', 'ways', 'original', 'christmas', 'carol', 'least', 'characters', 'names', 'changed', 'movie', 'seen', 'many', 'versions', 'story', 'enjoyed', 'favorite', 'version', 'maybe', 'fourth', 'favorite', 'like', 'original', 'story', 'better', 'gave', '4', 'stars', 'good', 'job', 'telling', 'story', 'scrooge', 'even', 'name', 'changes', 'general', 'idea', 'would', 'recommend', 'anyone', 'likes', 'original', 'story']",An American Christmas Carol
252,4,{'Format:': ' Amazon Video'},"['picking', 'christmas', 'movies', 'year', 'remembered', 'seeing', 'one', 'henry', 'winkler', 'took', 'find', 'recall', 'title', 'correctly', 'told', 'wife', 'would', 'really', 'like', 'disappointed', 'good', 'christmas', 'classic', 'book', 'winkler', 'terrific', 'role']",Great twist on the classic.
253,4,{'Format:': ' DVD'},"['title', 'says', 'christmas', 'carol', 'done', 'henery', 'winkler', 'play', 'part', 'scrooge', 'american', 'version', 'timeless', 'classic', 'well', 'worth', 'investment', 'collector', 'christmas', 'carol', 'stories']",Christmas carol redone
254,4,{'Format:': ' DVD'},"['family', 'really', 'enjoys', 'modern', 'telling', 'dickens', 'christmas', 'carol', 'basic', 'elements', 'set', 'depression', 'era', 'america', 'henry', 'winkler', 'fantastic', 'crotchety', 'old', 'mr', 'slade', 'idealistic', 'young', 'mr', 'slade', 'really', 'part', 'holiday', 'movie', 'collection']",Wholesome Family Fun
255,4,{'Format:': ' DVD'},"['best', 'quality', 'dvd', 'great', 'story', 'recommend']",Excellent story
256,4,{'Format:': ' DVD'},"['brilliant', 'adaptation', 'dickson', 'classic', 'set', 'early', '20th', 'century', 'new', 'england', 'well', 'written', 'well', 'acted', 'henry', 'winkler', 'shines', 'young', 'entrepreneur', 'interested', 'wealth', 'progress', 'romance', 'family', 'want', 'give', 'away', 'trust', 'love']",Brilliant Adaptation
